"responseid","interview_start","interview_end","internal_job","id","vend","vd","mode","state","zipcode","dmacode","dmaname","prizmne","age","ppinhh","weightbystate","marital_status","number_in_household","children_under_18_in_household","Level_of_Education","Level_of_Income","gender","Ethnicity","question_1","Question_2","Question_3","TRIP_ONE","TRIP_TWO","TRIP_THREE","TRIP_FOUR","TRIP_FIVE","TRIP_SIX","number_of_nights_trip_1","month_trip_1","main_reason_trip_1","question_6","Question_7","question_8","Question_9","Question_10","question_12_UNITED","question_13","question_14","question_15","question_16","Question_17","Question_18","Question_19_UNITED","Question_20","Question_21"
4442,"12/1/2015 18:32:01","12/1/2015 18:37:11",1269101,"1225797363",1,1,1,"IN","46227",527,"Indianapolis, IN","44",35,2,3.33419,"Married",7,0,"College Graduate","4) $75,000 but less than $100,000","Female","caucasian/white","Iowa, and South Dakota","South Dakota","Somewhat Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Somewhat Likely, and Very Likely","July, 7, FAMILY","","","","","",7,"July","FAMILY","South Dakota Was My Only Destination","","At Least 2 Months In Advance","Used Internet, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",2,"Friends/Acquaintances","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and National/State Parks, and Arts and Culture, and Wildlife Viewing, and Outdoor Recreation, and Fishing, and Scenic Byways/Drives, and Native American Culture","National/State Parks, and Wildlife Viewing, and Outdoor Recreation, and 0","Black Hills, and Glacial Lakes","Rapid City, and Deadwood, and Badlands, and Wind Cave, and Mount Rushmore, and Crazy Horse, and Wall Drug, and Laura Ingalls Wilder, and 0","Excellent","500, and 200, and 300, and 300, and 0, and 200, and 0","Every Chance You Get, and You have never done it and probably never will, and Every Chance You Get, and Every Chance You Get, and Occasionally when you have an opportunity, and Every Chance You Get, and Every Chance You Get, and You've done it, but it was over a year ago"
1325,"11/23/2015 19:19:02","11/23/2015 19:26:21",1269101,"EPOCCP3L7DMQC38483",2,2,1,"KY","40143",529,"Louisville, KY","56",61,2,3.15352,"Married",4,0,"College Graduate","5) $100,000 but less than $150,000","Male","caucasian/white","Iowa, and Minnesota, and Montana, and Nebraska, and South Dakota, and Wisconsin, and Wyoming","Nebraska, and South Dakota, and Wisconsin","Very Likely, and Very Likely, and Somewhat Likely, and Very Likely, and Very Likely, and Very Likely, and Very Likely, and Somewhat Likely","July, 7, FAMILY","","","","","",7,"July","FAMILY","South Dakota Was My Only Destination","","6 Months Or More In Advance","Used Internet","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and Outdoor Recreation, and Rodeos, and Native American Culture","History/Old West, and 0","Missouri River, and Glacial Lakes, and Southeast SD","Chamberlain/Oacoma, and Platte, and Missouri River, and Als Oasis, and Aberdeen, and Laura Ingalls Wilder, and 0","Excellent","600, and 275, and 200, and 100, and 0, and 350, and 100","Every Chance You Get, and You have never done it and probably never will, and You have never done it and probably never will, and You have never done it and probably never will, and You have never done it and probably never will, and You have never done it and probably never will, and Every Chance You Get, and Every Chance You Get"
1340,"11/23/2015 19:26:34","11/23/2015 19:30:19",1269101,"EPOCCP3L7DMQC38483",2,2,1,"KY","40143",529,"Louisville, KY","56",61,2,3.15352,"Married",6,0,"College Graduate","5) $100,000 but less than $150,000","Male","caucasian/white","South Dakota","South Dakota","Very Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely, and Very Likely, and Very Likely, and Somewhat Likely","July, 7, FAMILY","","","","","",7,"July","FAMILY","South Dakota Was My Only Destination","","6 Months Or More In Advance","Used Internet","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","Family fun, and History/Old West, and Hunting, and Rodeos, and Native American Culture","History/Old West, and Rodeos, and Native American Culture, and 0","Missouri River, and Southeast SD","Chamberlain/Oacoma, and Als Oasis, and Lake Oahe","Excellent","600, and 250, and 200, and 150, and 0, and 450, and 100","Every Chance You Get, and Every Chance You Get, and Every Chance You Get, and You have never done it and probably never will, and You have never done it and probably never will, and You have never done it and probably never will, and Every Chance You Get, and Every Chance You Get"
682,"11/23/2015 13:20:25","11/23/2015 13:29:35",1269101,"EPOCZBM9SHWXJ6T482",2,2,2,"TX","76063",623,"Dallas-Ft. Worth, TX","18",60,2,2.84556,"Married",2,0,"Some High School or Less","6) $150,000 or more","Male","caucasian/white","Nebraska, and South Dakota","South Dakota","Somewhat Likely, and Not Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely","September, 7, FAMILY","","","","","",7,"September","FAMILY","South Dakota was one of several places I decided to visit on this trip","California, and Indiana, and Montana","6 Months Or More In Advance","Used Internet","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","National/State Parks, and Casinos, and Wildlife Viewing, and Motorcycling, and Scenic Byways/Drives, and Native American Culture","National/State Parks, and Motorcycling, and Scenic Byways/Drives, and 0","Black Hills","Deadwood, and Badlands, and Custer, and Wind Cave, and Mount Rushmore, and Jewel Cave, and Crazy Horse, and Wall Drug, and Minutemen, and Spearfish Canyon, and Sturgis Rally","Excellent","1000, and 500, and 300, and 500, and 100, and 800, and 250","You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and Often, and You have never done it and probably never will"
4397,"11/30/2015 21:54:16","11/30/2015 21:59:33",1269101,"1157314722",1,1,1,"TX","77520",618,"Houston, TX","63",57,2,2.84556,"Married",3,0,"Post Graduate Degree","6) $150,000 or more","Female","caucasian/white","South Dakota","South Dakota","Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely","September, 7, FAMILY","","","","","",7,"September","FAMILY","South Dakota Was My Only Destination","","6 Months Or More In Advance","None of These","Flew/airplane, and rap",3,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","History/Old West, and National/State Parks, and Outdoor Recreation, and Motorcycling, and Culinary/Brewery/Wine","Motorcycling, and 0","Black Hills","Rapid City, and Hill City, and Deadwood, and Custer, and Mount Rushmore, and Crazy Horse, and Mickelson Trail, and Sturgis Rally","Very Good","1300, and 500, and 100, and 100, and 0, and 1300, and 500","Occasionally when you have an opportunity, and You have never done it and probably never will, and You have NOT done it, but would like to try sometime, and You have NOT done it, but would like to try sometime, and You have never done it and probably never will, and Occasionally when you have an opportunity, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago"
1990,"11/24/2015 3:28:23","11/24/2015 3:47:33",1269101,"EPOB38N79DM9RHM472",2,2,1,"WA","99037",881,"Spokane, WA","17",75,2,2.41441,"Married",1,0,"Post Graduate Degree","4) $75,000 but less than $100,000","Male","caucasian/white","South Dakota","","Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely","June, 7, FAMILY","","","","","",7,"June","FAMILY","South Dakota Was My Only Destination","","At Least 3 Months In Advance","None of These","Drove via car, van, truck, or SUV",1,"","Hotel, motel, inn, lodge, b&b, or resort","National/State Parks, and Outdoor Recreation, and Archeology/Paleontology, and Scenic Byways/Drives","National/State Parks, and Outdoor Recreation, and Archeology/Paleontology, and 0","Black Hills","Rapid City, and Hill City, and Badlands, and Jewel Cave","Good","800, and 300, and 60, and 300, and 0, and 300, and 0","You've done it, but it was over a year ago, and You have never done it and probably never will, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and Occasionally when you have an opportunity, and You've done it, but it was over a year ago, and You have never done it and probably never will"
4592,"12/3/2015 7:51:59","12/3/2015 7:58:30",1269101,"1297079149",1,1,1,"TN","37922",557,"Knoxville, TN","03",23,3,2.0695,"Married",2,1,"Some High School or Less","3) $50,000 but less than $75,000","Female","caucasian/white","South Dakota","South Dakota","Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely","September, 7, FAMILY","","","","","",7,"September","FAMILY","South Dakota Was My Only Destination","","6 Months Or More In Advance","None of These","Motorcycle",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","National/State Parks, and Motorcycling","Motorcycling, and 0","Black Hills","Rapid City, and Hill City, and Hot Springs, and Deadwood, and Custer, and Mount Rushmore, and Spearfish Canyon, and Sturgis Rally","Excellent","700, and 100, and 10, and 0, and 0, and 100, and 0","You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You have NOT done it, but would like to try sometime, and You have NOT done it, but would like to try sometime, and Often, and Every Chance You Get"
871,"11/23/2015 15:06:03","11/23/2015 15:18:08",1269101,"EPO9CFSWMY45F24471",2,2,1,"MA","02673",506,"Boston (Manchester), MA-NH","38",67,2,1.60961,"Married",1,0,"Post Graduate Degree","6) $150,000 or more","Male","caucasian/white","South Dakota","","Not Likely, and Not Likely, and Not Likely, and Not Likely, and Not Likely, and Very Likely, and Not Likely, and Not Likely","September, 7, FRIENDS","","","","","",7,"September","FRIENDS","South Dakota Was My Only Destination","","At Least 2 Months In Advance","Used Internet, and Used Online Travel Agency Such As Expedia or Orbitz","Flew/airplane, and Rapid City",2,"Spouse/Significant Other","With Friends or Family","Family fun, and History/Old West, and National/State Parks, and Casinos, and Wildlife Viewing, and Outdoor Recreation, and Water Recreation, and Scenic Byways/Drives","Family fun, and Casinos, and Wildlife Viewing, and 0","Black Hills","Rapid City, and Hot Springs, and Deadwood, and Custer","Very Good","0, and 300, and 500, and 300, and 200, and 1500, and 200","You've done it, but it was over a year ago, and You have never done it and probably never will, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You've done it, but it was over a year ago, and You have never done it and probably never will, and Occasionally when you have an opportunity, and You have never done it and probably never will"
1518,"11/23/2015 20:28:55","11/23/2015 20:45:15",1269101,"EPOB35HKN94QPM4472",2,2,2,"PA","17922",577,"Wilkes Barre-Scranton, PA","37",47,2,0.86229,"Married",4,0,"College Graduate","4) $75,000 but less than $100,000","Female","caucasian/white","South Dakota","South Dakota","Somewhat Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely","August, 7, FAMILY","","","","","",7,"August","FAMILY","South Dakota Was My Only Destination","","6 Months Or More In Advance","Used Internet","Flew/airplane, and Rapid city",2,"Spouse/Significant Other","Condominium or Timeshare","National/State Parks, and Wildlife Viewing, and Scenic Byways/Drives, and Native American Culture","National/State Parks, and Wildlife Viewing, and 0","Black Hills, and Missouri River","Rapid City, and Hill City, and Deadwood, and Badlands, and Custer, and Mount Rushmore, and Crazy Horse, and Wall Drug, and Mickelson Trail, and Spearfish Canyon, and Sturgis Rally, and State Capitol","Excellent","400, and 300, and 100, and 150, and 0, and 1200, and 0","Every Chance You Get, and You have never done it and probably never will, and Occasionally when you have an opportunity, and You have never done it and probably never will, and You have NOT done it, but would like to try sometime, and Occasionally when you have an opportunity, and Often, and You have never done it and probably never will"
2530,"11/24/2015 13:10:55","11/24/2015 13:18:06",1269101,"EPOD26NNRX4XDBY484",2,2,1,"MN","55901",611,"Rochester-Mason City-Austin, MN-IA","19",66,2,0.56618,"Married",2,0,"College Graduate","4) $75,000 but less than $100,000","Male","caucasian/white","Minnesota, and North Dakota, and South Dakota","South Dakota","Not Likely, and Somewhat Likely, and Not Likely, and Not Likely, and Very Likely, and Somewhat Likely, and Somewhat Likely, and Somewhat Likely","May, 7, FRIENDS","","","","","",7,"May","FRIENDS","South Dakota Was My Only Destination","","At Least 1 Month In Advance","Used Internet, and Used Online Travel Agency Such As Expedia or Orbitz, and Used Online Review Site Such As TripAdvisor or Yelp","Drove via car, van, truck, or SUV",2,"Spouse/Significant Other","Hotel, motel, inn, lodge, b&b, or resort","National/State Parks, and Arts and Culture, and Outdoor Recreation","1","Black Hills, and Missouri River","Rapid City, and Harney Peak, and Mickelson Trail, and Chamberlain/Oacoma, and Missouri River","Very Good","300, and 200, and 50, and 100, and 0, and 100, and 0","You have never done it and probably never will, and You have never done it and probably never will, and Occasionally when you have an opportunity, and You have never done it and probably never will, and You have never done it and probably never will, and You have never done it and probably never will, and Often, and You have never done it and probably never will"
